location,total_sqft,bath,price,bhk,encoded_loc
Nagarbhavi,1560.0,3,66.0,3,174
Sarjapur  Road,1145.0,2,49.5,2,204
Others,1801.0,3,139.0,3,184
Hebbal,1320.0,2,92.0,2,95
Others,1350.0,2,65.0,3,184
Kalyan nagar,3800.0,5,300.0,4,126
Bannerghatta Road,1344.0,2,42.0,3,38
Bannerghatta Road,1893.0,3,100.0,3,38
Chandapura,1107.0,2,43.0,3,59
Lakshminarayana Pura,1190.0,2,75.0,2,157
Whitefield,1000.0,2,35.0,2,235
Others,2400.0,2,160.0,2,184
Kumaraswami Layout,1000.0,2,48.5,2,153
Jalahalli,2113.0,3,155.0,3,115
KR Puram,1100.0,2,46.0,2,119
Harlur,1884.0,4,120.0,4,94
Electronic City,1110.0,2,40.0,2,77
Others,1250.0,3,40.0,3,184
Sarjapur  Road,1470.0,3,62.0,3,204
Others,1150.0,2,75.0,2,184
Kudlu Gate,703.0,1,52.0,1,152
Others,1400.0,2,62.0,3,184
Bellandur,1195.0,2,51.0,2,44
Narayanapura,1302.0,2,69.1,2,178
Begur Road,1583.0,3,74.4,3,43
Others,1488.0,2,60.0,3,184
Whitefield,3262.0,4,260.0,4,235
Electronic City,1600.0,3,104.0,3,77
Old Airport Road,1150.0,2,90.0,2,182
Sarjapur  Road,1263.0,2,78.0,2,204
Kanakpura Road,1299.0,2,85.0,2,131
Banashankari,1330.0,2,78.0,2,30
Devanahalli,1282.0,2,52.43,3,69
Others,1853.0,3,82.0,3,184
Others,861.0,2,35.0,2,184
Bannerghatta Road,1600.0,3,95.0,3,38
Others,1256.0,2,62.8,2,184
Others,1390.0,2,80.0,3,184
Others,1550.0,2,90.0,3,184
Hebbal,919.0,2,49.0,2,95
Margondanahalli,1625.0,3,80.0,3,166
Gunjur,1195.0,2,44.0,2,88
Yelenahalli,1159.0,2,60.0,2,239
Whitefield,1386.0,3,57.46,3,235
Harlur,1197.0,2,79.0,2,94
Jigani,5950.0,2,226.0,4,117
Bommasandra,1295.0,2,50.28,3,52
Others,1310.0,2,37.83,3,184
Whitefield,1132.0,2,79.28,2,235
Whitefield,1200.0,2,45.84,2,235
Marathahalli,1937.0,3,140.0,3,165
Doddathoguru,1015.0,2,33.5,2,73
Kathriguppe,1350.0,2,80.99,3,136
Kothanur,1185.0,2,59.0,2,150
Domlur,1720.0,3,135.0,3,74
Tindlu,1500.0,3,87.0,3,223
Yelahanka,1566.0,3,97.0,3,237
Others,1500.0,4,110.0,4,184
KR Puram,1290.0,2,49.02,2,119
Others,1531.0,3,72.0,3,184
Whitefield,1140.0,2,39.0,2,235
Tumkur Road,1948.5,3,57.76,3,224
Banashankari Stage III,2000.0,4,100.0,4,32
Kaval Byrasandra,1100.0,2,46.0,2,137
Bannerghatta,1618.0,3,68.0,3,37
Whitefield,2830.0,5,160.0,4,235
Uttarahalli,1315.0,2,74.0,3,226
Anandapura,1141.0,2,42.75,2,17
AECS Layout,1080.0,2,55.0,2,11
HBR Layout,1200.0,2,60.0,2,90
Varthur,1111.0,2,41.88,2,227
NGR Layout,1022.0,2,45.9,2,172
Bannerghatta Road,1275.0,2,65.0,2,38
Others,900.0,2,70.0,2,184
Rachenahalli,1224.0,2,39.2,2,193
Battarahalli,1135.0,2,43.0,2,41
Rachenahalli,1050.0,2,52.1,2,193
Bellandur,1050.0,2,72.0,2,44
Hosa Road,1513.0,3,103.0,3,104
Gottigere,1621.0,3,72.0,3,85
Bannerghatta Road,892.0,2,39.0,2,38
Whitefield,1205.0,2,40.0,2,235
Kengeri,726.0,2,35.0,2,139
Horamavu Agara,1079.0,2,41.0,2,101
Begur Road,1170.0,2,46.0,2,43
Doddathoguru,1104.0,2,39.0,2,73
Kanakpura Road,950.0,2,45.0,2,131
Hormavu,4818.0,4,390.0,4,103
Others,1650.0,2,52.0,3,184
Kogilu,1559.0,3,127.0,3,146
Others,1100.0,2,38.0,2,184
Ramagondanahalli,1215.0,2,45.5,2,197
Talaghattapura,1868.0,3,135.0,3,218
Electronic City,1130.0,2,32.63,2,77
Sarjapur  Road,1691.0,3,98.0,3,204
Ardendale,4355.0,3,350.0,5,21
Hulimavu,1225.0,2,55.0,2,108
JP Nagar,1690.0,3,112.0,3,113
Kasturi Nagar,1896.0,3,125.0,4,135
Sonnenahalli,605.0,1,40.0,1,214
Electronic City Phase II,900.0,2,32.5,2,78
Others,750.0,2,50.0,1,184
Ananth Nagar,908.0,2,26.0,2,18
Thanisandra,3216.0,4,226.0,4,219
Iblur Village,1400.0,2,68.0,2,111
Hulimavu,1255.0,2,74.0,2,108
Electronic City,1500.0,2,100.0,3,77
Thanisandra,1296.0,2,72.0,2,219
Horamavu Banaswadi,925.0,2,38.0,2,102
Raja Rajeshwari Nagar,1023.0,2,42.0,2,194
Thanisandra,1020.0,2,44.5,2,219
Choodasandra,1530.0,3,77.0,3,64
Gubbalala,1650.0,3,71.0,3,87
Others,1605.0,2,85.0,3,184
Kogilu,1190.0,2,50.66,2,146
Jakkur,1374.0,3,68.0,3,114
6th Phase JP Nagar,1140.0,2,65.0,2,7
Green Glen Layout,1725.0,3,130.0,3,86
Bisuvanahalli,1075.0,2,50.0,3,50
Kannamangala,1574.0,3,93.34,3,132
Sanjay nagar,965.0,1,32.0,1,201
Marathahalli,1550.0,3,83.0,3,165
Others,1205.0,2,60.0,2,184
Kambipura,1082.0,2,55.0,3,127
Uttarahalli,1215.0,2,52.85,3,226
Others,1200.0,3,46.14,2,184
Ardendale,3198.0,4,250.0,4,21
Kanakpura Road,1452.0,3,60.98,3,131
Electronic City Phase II,1329.0,2,41.0,3,78
Others,1125.0,2,44.0,2,184
Others,1200.0,2,70.0,2,184
Sarjapur  Road,1350.0,3,39.97,3,204
Hebbal,2600.0,3,195.0,3,95
Pai Layout,1255.0,2,80.0,2,186
Others,1904.0,3,155.0,3,184
Somasundara Palya,1329.0,2,70.0,2,212
Chandapura,1200.0,2,60.0,2,59
Murugeshpalya,2135.0,3,160.0,3,170
Others,813.0,1,39.0,1,184
Others,3884.0,4,240.0,4,184
Doddaballapur,3876.0,3,300.0,3,71
Kalena Agrahara,800.0,2,30.0,2,125
Hormavu,1500.0,3,70.0,3,103
Bannerghatta Road,1880.0,3,95.0,3,38
Electronic City,1440.0,2,55.0,3,77
Akshaya Nagar,1575.0,3,90.0,3,13
Others,1630.0,2,97.78,3,184
Yelahanka,1180.0,3,55.0,3,237
Others,1090.0,2,36.0,2,184
Others,2425.0,4,173.0,4,184
Varthur,1097.0,2,33.82,2,227
Raja Rajeshwari Nagar,1070.0,2,50.0,2,194
Kumaraswami Layout,1000.0,2,58.0,2,153
Others,1150.0,2,56.0,2,184
Frazer Town,1900.0,4,145.0,3,80
Others,1141.0,2,49.0,2,184
Jigani,937.0,2,44.0,2,117
Green Glen Layout,1075.0,2,60.0,2,86
Panathur,1000.0,2,65.3,2,187
Kasavanhalli,1450.0,3,77.41,3,134
Others,936.0,2,43.0,2,184
Others,1280.0,2,75.0,2,184
Babusapalaya,1050.0,2,45.0,2,27
Marathahalli,1350.0,2,86.0,2,165
Devanahalli,1174.0,2,59.0,2,69
Others,500.0,1,24.0,1,184
Gottigere,1304.0,3,80.0,3,85
Yelahanka,1653.0,3,120.0,3,237
Bisuvanahalli,1075.0,2,52.0,3,50
7th Phase JP Nagar,1212.0,3,42.0,2,8
Billekahalli,1140.0,2,50.0,2,48
Kudlu Gate,1532.0,3,83.0,3,152
Doddaballapur,2776.0,4,195.0,3,71
Padmanabhanagar,1531.0,2,75.0,3,185
Uttarahalli,1325.0,2,53.0,2,226
Electronic City,1156.0,2,44.0,3,77
Bannerghatta Road,1260.0,2,70.0,2,38
Vittasandra,1934.0,2,90.0,2,234
Malleshpalya,1060.0,2,40.0,2,163
Kasavanhalli,1476.0,3,95.0,3,134
Murugeshpalya,1185.0,2,85.0,2,170
Others,1265.0,2,82.0,3,184
Others,3200.0,5,150.0,4,184
Others,1196.0,2,56.81,2,184
EPIP Zone,1280.0,2,69.0,2,76
Hulimavu,1175.0,2,45.0,2,108
Others,1850.0,3,98.0,3,184
Whitefield,1195.0,2,70.0,2,235
Hosur Road,1180.0,2,36.5,2,107
Jakkur,1050.0,2,49.87,2,114
Electronic City,1400.0,2,40.44,3,77
Others,2360.0,4,150.0,4,184
Others,1030.0,2,77.25,2,184
Others,1512.0,1,65.01,2,184
Subramanyapura,929.0,2,48.0,2,215
Jigani,1252.0,3,61.0,3,117
Green Glen Layout,1485.0,3,115.0,3,86
Electronics City Phase 1,1124.0,2,55.0,3,79
Hennur Road,1482.0,2,97.0,3,99
Whitefield,3480.0,4,284.0,3,235
Others,2000.0,3,160.0,3,184
Prithvi Layout,1352.0,2,75.0,2,191
Electronic City,1152.0,2,65.0,2,77
Others,1575.0,3,93.0,3,184
Hegde Nagar,1965.0,4,125.0,3,97
Others,1300.0,2,70.0,3,184
Marathahalli,957.0,2,47.0,2,165
Hoskote,1740.0,3,60.0,3,106
Neeladri Nagar,1060.0,2,35.0,2,179
Others,975.0,2,50.0,2,184
Ramamurthy Nagar,1150.0,2,51.0,2,198
Whitefield,1738.0,2,79.0,3,235
Bommanahalli,1250.0,3,55.0,3,51
Bannerghatta Road,1788.0,3,90.0,3,38
Kanakapura,1151.0,2,59.0,2,130
Uttarahalli,1300.0,2,60.0,3,226
Others,1380.0,2,75.0,2,184
Hebbal,1645.0,3,117.0,3,95
Babusapalaya,1141.0,2,45.9,2,27
7th Phase JP Nagar,1175.0,2,82.5,2,8
Banashankari Stage V,1355.0,2,61.0,3,33
Dasarahalli,1150.0,2,70.0,2,68
Others,1000.0,2,45.0,2,184
Balagere,1007.0,2,65.0,2,29
Others,3000.0,5,100.0,4,184
Kothanur,1436.0,3,70.0,3,150
Somasundara Palya,2372.0,3,140.0,3,212
Rayasandra,1016.0,2,58.0,2,199
Dodda Nekkundi,1100.0,2,48.0,2,70
Others,1080.0,2,45.0,2,184
Electronic City,1070.0,2,60.0,2,77
Kadubeesanahalli,1532.0,3,115.0,3,120
Hennur,1040.0,2,42.12,2,98
Others,3100.0,3,250.0,3,184
Tumkur Road,1675.5,2,48.905,2,224
Thanisandra,1430.0,2,51.6,3,219
ITPL,3262.0,5,205.0,4,110
Others,1827.0,3,100.0,3,184
HRBR Layout,1210.0,2,75.0,2,91
Others,1500.0,3,95.0,3,184
Hebbal,1251.0,2,88.73,2,95
HSR Layout,1600.0,2,115.0,3,92
Electronic City,1128.0,2,65.5,2,77
Budigere,1820.0,3,93.0,3,56
Thigalarapalya,2072.0,4,159.0,3,220
Raja Rajeshwari Nagar,1510.0,2,59.0,3,194
Hoodi,1925.0,2,114.0,3,100
Thigalarapalya,2072.0,4,147.0,3,220
Kumaraswami Layout,1000.0,2,36.0,2,153
Sahakara Nagar,960.0,2,56.0,2,200
Others,1180.0,2,63.0,2,184
Benson Town,2270.0,3,180.0,3,45
Lakshminarayana Pura,1200.0,2,75.0,2,157
Bisuvanahalli,1180.0,2,46.0,3,50
Others,1300.0,3,47.0,3,184
Bannerghatta Road,1157.0,2,40.0,2,38
Kanakpura Road,1300.0,3,69.0,3,131
Banashankari Stage III,1305.0,2,59.0,3,32
Jakkur,1290.0,2,80.0,2,114
Hoskote,1170.0,2,45.0,2,106
Yelachenahalli,1400.0,2,78.0,2,236
Others,1155.0,2,60.0,3,184
Hormavu,1725.0,3,85.0,3,103
Kanakpura Road,700.0,2,40.0,2,131
Hoodi,1112.0,2,88.0,2,100
Somasundara Palya,1178.0,2,78.0,2,212
Badavala Nagar,1274.0,2,81.0,2,28
Doddathoguru,915.0,2,32.0,2,73
Others,1540.0,3,68.0,3,184
Others,1206.0,2,38.5,2,184
Nehru Nagar,2342.0,3,115.0,4,180
Others,1200.0,2,55.0,3,184
Yelenahalli,1056.0,2,33.0,2,239
Kanakpura Road,1450.0,3,54.3,3,131
Others,1161.0,2,36.69,2,184
Others,1097.0,2,65.0,2,184
Uttarahalli,850.0,2,35.0,2,226
Green Glen Layout,1715.0,3,115.0,3,86
Electronic City,1200.0,2,59.0,2,77
8th Phase JP Nagar,1080.0,2,38.0,2,9
Kasavanhalli,1200.0,2,50.3,2,134
Banashankari,1400.0,2,78.0,3,30
Kanakpura Road,648.5,1,19.695,1,131
Marathahalli,1230.0,2,57.0,2,165
Kalyan nagar,1640.0,3,88.0,3,126
Banashankari,1700.0,3,125.0,3,30
Bommasandra,1478.0,2,44.0,3,52
Banashankari,1020.0,2,40.79,2,30
Yelahanka,1275.0,2,95.0,3,237
Kanakapura,1110.0,2,38.85,2,130
Uttarahalli,1627.86,3,88.0,3,226
Others,620.0,2,22.0,2,184
Hosa Road,1133.0,2,52.0,2,104
Hennur Road,1182.0,2,82.5,2,99
Tumkur Road,1500.0,3,100.0,3,224
Marathahalli,1200.0,2,58.0,2,165
Raja Rajeshwari Nagar,1128.0,2,48.79,2,194
Amruthahalli,1100.0,2,45.0,2,16
Kengeri Satellite Town,635.0,1,22.0,2,140
Ardendale,2062.0,3,140.0,4,21
Thanisandra,1874.0,4,130.0,3,219
Old Madras Road,1171.0,2,75.0,2,183
Sarjapur,2020.0,3,85.0,3,203
8th Phase JP Nagar,1059.0,2,34.5,2,9
Panathur,1315.0,2,59.1,3,187
Jakkur,1760.0,3,110.0,3,114
Hennur Road,1192.0,2,62.0,3,99
Hebbal,1645.0,3,121.0,3,95
Whitefield,1250.0,2,72.0,2,235
Whitefield,971.0,1,34.385,1,235
Whitefield,1340.0,2,77.0,2,235
Hosa Road,1369.1,2,104.0,2,104
Others,1355.0,2,75.0,2,184
Bannerghatta Road,1150.0,2,65.0,2,38
Kanakapura,1938.0,3,113.0,3,130
Begur Road,2462.0,4,124.0,4,43
Budigere,1636.0,3,85.0,3,56
Akshaya Nagar,1430.0,2,75.0,3,13
Electronic City Phase II,993.0,2,50.0,3,78
Kanakpura Road,1700.0,3,88.0,3,131
Yelahanka,1270.0,2,78.0,2,237
Anjanapura,1500.0,3,121.0,3,20
Marathahalli,1650.0,3,86.45,3,165
Panathur,1109.0,2,63.0,2,187
Others,1280.0,2,49.75,2,184
Sarjapur,2885.0,3,185.0,4,203
Kothanur,1462.0,3,71.0,3,150
Marathahalli,607.0,1,35.0,1,165
Varthur,4500.0,5,300.0,4,227
JP Nagar,3000.0,4,140.0,4,113
Electronic City Phase II,1418.0,3,52.47,3,78
Others,4200.0,1,160.0,2,184
EPIP Zone,1125.0,2,65.0,2,76
CV Raman Nagar,1825.0,3,126.0,3,57
Whitefield,1320.0,2,79.5,2,235
JP Nagar,3000.0,4,140.0,4,113
Whitefield,750.0,2,52.7,2,235
Yelahanka,1400.0,2,80.54,3,237
Rajaji Nagar,5000.0,4,375.0,4,195
Mahadevpura,3295.0,4,260.0,5,160
Whitefield,1200.0,3,61.96,3,235
Poorna Pragna Layout,965.0,2,48.0,2,190
KR Puram,1100.0,2,43.0,2,119
Whitefield,1180.0,2,41.0,2,235
HSR Layout,1145.0,2,48.0,2,92
Others,1215.0,2,49.85,2,184
Hegde Nagar,1200.0,2,75.0,2,97
Kenchenahalli,1015.0,2,58.0,2,138
Kaggalipura,2400.0,3,165.0,3,123
7th Phase JP Nagar,3300.0,4,160.0,3,8
Others,1076.0,2,52.0,2,184
Hebbal Kempapura,1300.0,2,102.0,2,96
Hosa Road,1512.0,3,123.0,3,104
Yeshwanthpur,875.0,1,41.745,1,240
Hormavu,1153.0,2,65.0,2,103
Others,2080.0,2,150.0,2,184
Hulimavu,1255.0,2,69.0,2,108
Marathahalli,1583.0,3,109.0,3,165
Others,1505.0,2,90.0,2,184
Kathriguppe,1365.0,2,75.08,3,136
Others,1200.0,3,95.75,3,184
Others,1810.0,4,148.0,3,184
Magadi Road,440.0,1,35.0,1,159
Subramanyapura,975.0,2,63.0,2,215
Others,1250.0,2,39.0,2,184
Others,1530.0,2,97.0,3,184
Kereguddadahalli,1300.0,2,39.0,3,141
Channasandra,1115.0,2,40.0,2,60
Sarjapur  Road,1308.0,2,83.0,2,204
Uttarahalli,1490.0,2,59.6,3,226
Bannerghatta Road,10000.0,4,450.0,4,38
Sarjapur  Road,1592.0,3,91.0,3,204
Raja Rajeshwari Nagar,1267.0,2,42.85,2,194
Balagere,656.0,1,53.0,1,29
Chandapura,1200.0,1,36.0,2,59
Thanisandra,1698.0,3,102.0,3,219
Others,1500.0,3,70.0,3,184
Others,2000.0,5,80.0,4,184
Electronic City,1152.0,2,65.75,2,77
Raja Rajeshwari Nagar,550.0,1,21.0,1,194
Pattandur Agrahara,900.0,2,42.0,2,189
Akshaya Nagar,1419.0,2,73.0,3,13
AECS Layout,1800.0,3,65.0,3,11
Gottigere,990.0,2,40.0,2,85
Sarjapur  Road,1016.0,2,45.0,2,204
Bannerghatta Road,1100.0,2,39.0,2,38
Whitefield,1095.0,2,35.0,2,235
Budigere,1444.0,2,70.0,2,56
Whitefield,1415.0,2,67.0,2,235
Others,1600.0,3,72.0,3,184
Whitefield,1105.0,2,41.36,2,235
Electronic City,1225.0,3,45.03,3,77
Talaghattapura,1856.0,3,135.0,3,218
Others,2100.0,6,71.0,6,184
Sarjapur  Road,1150.0,2,77.0,2,204
Whitefield,2919.0,2,113.19,3,235
5th Phase JP Nagar,1485.0,2,67.0,3,6
Others,2500.0,3,75.0,3,184
Whitefield,1200.0,2,45.0,2,235
Hennur Road,1036.0,2,59.46,2,99
Whitefield,3445.0,5,270.0,4,235
Others,1400.0,2,80.0,2,184
Bommanahalli,1110.0,2,33.0,2,51
Kodichikkanahalli,1150.0,2,48.0,2,142
Kenchenahalli,715.0,1,45.0,1,138
Jakkur,2283.0,4,130.0,4,114
Hormavu,1453.0,2,43.58,3,103
Nagarbhavi,1400.0,2,85.0,3,174
Padmanabhanagar,1400.0,3,65.0,3,185
Kanakpura Road,1591.0,3,120.0,3,131
Nagarbhavi,1515.0,2,79.0,3,174
Marathahalli,2500.0,3,200.0,5,165
Yeshwanthpur,1382.0,2,76.18,3,240
Banashankari Stage II,1500.0,2,120.0,3,31
Yelahanka,1391.0,2,64.5,3,237
Begur Road,1160.0,2,42.92,2,43
Chandapura,620.0,1,27.0,1,59
Kanakpura Road,1482.0,3,60.98,3,131
Whitefield,1405.0,2,84.5,2,235
Gunjur,1190.0,2,40.0,2,88
Harlur,1174.0,2,78.0,2,94
Seegehalli,1155.0,2,72.0,2,208
Thanisandra,1411.0,3,93.04,3,219
Others,745.0,2,50.0,2,184
Kereguddadahalli,1000.0,2,30.0,2,141
Jigani,923.0,2,50.0,2,117
Yeshwanthpur,1000.0,2,32.0,2,240
Battarahalli,1276.0,2,45.0,2,41
Others,1460.0,3,70.0,3,184
Others,1355.0,2,95.0,2,184
Others,833.0,1,49.0,1,184
Ramamurthy Nagar,1200.0,2,48.0,2,198
Yeshwanthpur,669.0,1,36.85,1,240
7th Phase JP Nagar,2200.0,4,105.0,3,8
Koramangala,1594.0,3,125.0,3,148
Kothanur,1790.0,3,105.0,3,150
NGR Layout,1020.0,2,45.0,2,172
Others,1037.0,2,36.28,2,184
Whitefield,1345.0,2,57.0,3,235
Kodichikkanahalli,1070.0,2,43.0,2,142
Yeshwanthpur,1385.0,2,76.18,3,240
Kanakpura Road,1207.0,2,79.9,2,131
Varthur,1140.0,2,55.5,2,227
Others,1220.0,2,68.0,2,184
Iblur Village,3596.0,5,252.0,4,111
Sarjapur  Road,1965.0,3,120.0,3,204
Koramangala,1760.0,2,115.0,3,148
Haralur Road,1225.0,2,70.0,2,93
Marathahalli,1075.0,2,52.43,2,165
Panathur,1000.0,2,68.0,2,187
Yelahanka,1322.0,2,86.0,2,237
Bellandur,3600.0,4,260.0,4,44
AECS Layout,1045.0,2,36.58,2,11
Others,1545.0,3,85.0,3,184
Thanisandra,1996.0,3,135.0,3,219
Brookefield,1125.0,2,70.0,2,55
Mysore Road,1560.0,3,115.0,3,171
BEML Layout,2000.0,2,85.0,3,24
Others,780.0,2,35.0,2,184
Others,1350.0,2,110.0,2,184
Sarjapur  Road,2275.0,4,180.0,3,204
Others,1350.0,2,41.0,2,184
Dasanapura,708.0,1,28.32,1,67
Hoodi,1400.0,2,82.0,2,100
Bellandur,1310.0,2,72.0,2,44
BTM Layout,3300.0,6,165.0,6,26
Electronics City Phase 1,1175.0,2,57.0,2,79
Chikkalasandra,1428.0,2,80.0,3,63
8th Phase JP Nagar,1080.0,2,35.0,2,9
Others,1200.0,2,68.0,3,184
Bommasandra Industrial Area,1320.0,2,38.13,3,53
Badavala Nagar,1842.0,3,115.0,3,28
Sector 2 HSR Layout,1146.0,2,55.0,2,206
Rachenahalli,440.0,1,28.0,1,193
Sahakara Nagar,1048.0,2,50.0,2,200
Thanisandra,1801.0,3,115.0,3,219
Whitefield,1150.0,2,90.0,2,235
Talaghattapura,1868.0,3,120.0,3,218
Begur,1445.0,2,47.1,3,42
Harlur,1730.0,3,100.0,3,94
Somasundara Palya,1185.0,2,70.0,2,212
Whitefield,2400.0,4,147.0,4,235
Kaval Byrasandra,1185.0,2,49.0,2,137
Others,1150.0,2,49.0,2,184
Pai Layout,1075.0,2,35.0,2,186
Hebbal,1760.0,3,123.0,3,95
Banashankari,1600.0,2,63.98,2,30
Haralur Road,1000.0,2,78.0,2,93
7th Phase JP Nagar,1215.0,2,90.0,2,8
EPIP Zone,1734.0,3,125.0,3,76
Rachenahalli,1113.0,2,55.0,2,193
Horamavu Banaswadi,1272.0,2,48.0,2,102
Kereguddadahalli,1240.0,3,41.0,3,141
Yelahanka,1100.0,2,70.0,2,237
Ambalipura,896.0,2,30.13,2,14
Rachenahalli,3657.0,5,220.0,4,193
BTM 2nd Stage,1200.0,2,35.0,2,25
Ramagondanahalli,2800.0,4,155.0,4,197
Ambalipura,3500.0,3,198.0,3,14
Ramamurthy Nagar,3600.0,3,150.0,3,198
Others,1096.0,2,48.0,2,184
Others,1094.0,2,44.0,2,184
Others,1100.0,2,49.0,2,184
Iblur Village,4350.0,5,191.0,4,111
Nagarbhavi,1145.0,2,40.0,2,174
Rachenahalli,1550.0,3,74.5,3,193
Seegehalli,1830.0,4,82.0,3,208
Hoodi,1746.0,3,84.95,3,100
Kengeri,918.0,2,27.54,2,139
Banashankari Stage III,1305.0,2,60.0,3,32
Thigalarapalya,1207.0,2,62.0,2,220
Thanisandra,1678.0,3,125.0,3,219
Kaggalipura,950.0,2,50.0,2,123
Ardendale,1732.46,3,92.0,3,21
Marathahalli,1360.0,2,103.0,2,165
Sarjapur  Road,985.0,2,49.0,2,204
Dodda Nekkundi,1999.0,3,135.0,3,70
7th Phase JP Nagar,1050.0,2,75.0,2,8
Whitefield,1440.0,2,64.0,3,235
Ramagondanahalli,1253.0,2,52.66,2,197
Padmanabhanagar,1360.0,2,75.0,3,185
Others,1086.0,2,47.5,2,184
Sarjapur  Road,1418.0,2,78.0,2,204
Kalena Agrahara,1270.0,2,100.0,2,125
Others,1150.0,2,74.0,2,184
Ramamurthy Nagar,600.0,3,45.0,2,198
Others,1440.0,3,65.8,3,184
Others,1200.0,2,75.0,2,184
Begur Road,1410.0,2,50.06,3,43
Chandapura,1200.0,5,92.0,4,59
Whitefield,624.0,1,35.0,1,235
Electronic City,1060.0,2,58.0,2,77
Sarjapur,1917.0,3,60.0,4,203
KR Puram,950.0,2,40.0,2,119
BTM 2nd Stage,1250.0,3,50.0,3,25
Vishwapriya Layout,1235.0,2,60.0,2,233
Budigere,722.0,1,46.0,1,56
Kanakpura Road,2775.0,3,165.0,4,131
Sarjapur  Road,1200.0,2,93.0,2,204
Bannerghatta Road,1400.0,3,68.0,3,38
Others,1225.0,3,60.0,3,184
Marathahalli,1220.0,2,58.5,2,165
Nagavarapalya,705.0,1,52.5,1,177
Battarahalli,1880.0,3,94.36,3,41
Yelahanka,1200.0,2,70.0,2,237
Others,1550.0,2,60.0,3,184
Lingadheeranahalli,1893.0,3,130.0,3,158
Others,1650.0,3,75.0,3,184
Others,1113.0,2,46.0,2,184
Sarjapur  Road,1586.0,3,70.0,3,204
Seegehalli,4000.0,3,235.0,3,208
Yelahanka New Town,1541.0,3,80.0,3,238
Haralur Road,1830.0,3,101.0,3,93
Kodigehalli,1200.0,2,48.0,2,144
Others,1800.0,2,72.0,3,184
Bommasandra,1015.0,2,40.0,2,52
Raja Rajeshwari Nagar,1120.0,2,37.95,2,194
Hoodi,706.0,1,48.24,1,100
Others,1350.0,4,85.0,4,184
Kanakpura Road,1900.0,3,99.0,3,131
Seegehalli,3000.0,5,150.0,4,208
Bisuvanahalli,1075.0,2,42.0,3,50
Kanakpura Road,1290.0,2,80.0,2,131
Akshaya Nagar,1200.0,2,50.0,2,13
Hormavu,1150.0,2,53.11,2,103
Uttarahalli,1360.0,2,61.2,3,226
Others,935.0,2,32.73,2,184
Cox Town,1730.0,3,140.0,3,66
Sarjapur  Road,1260.0,2,53.0,2,204
Marathahalli,950.0,2,45.68,2,165
Others,2500.0,5,120.0,5,184
Budigere,1991.0,4,88.0,3,56
Sarjapur  Road,1115.0,2,60.0,2,204
Koramangala,1900.0,3,150.0,3,148
Whitefield,1109.0,2,41.49,2,235
Rajiv Nagar,2340.0,5,129.0,4,196
9th Phase JP Nagar,1005.0,2,43.0,2,10
Kengeri,416.0,1,19.5,1,139
1st Phase JP Nagar,1394.0,2,100.0,2,2
Harlur,2138.0,3,110.0,3,94
Nagavarapalya,1300.0,3,80.0,3,177
Thanisandra,1265.0,2,82.0,2,219
Others,1140.0,2,52.0,2,184
Others,1050.0,2,40.0,2,184
Thanisandra,1100.0,2,48.0,2,219
Varthur,1012.0,2,59.0,2,227
Varthur,1600.0,4,112.0,4,227
Yelahanka,1326.0,2,57.0,2,237
Hebbal Kempapura,1654.0,2,85.0,3,96
Chikkalasandra,1070.0,2,42.8,2,63
Whitefield,1700.0,3,95.0,3,235
Whitefield,4960.0,4,400.0,4,235
Kanakapura,945.0,2,47.0,2,130
Marathahalli,615.0,1,44.0,1,165
Ramamurthy Nagar,1110.0,2,65.0,2,198
Electronic City,1025.0,2,54.1,2,77
Others,1758.0,3,95.0,3,184
Kaikondrahalli,1342.0,3,92.0,3,124
Kalyan nagar,1800.0,3,85.0,3,126
Whitefield,2928.0,4,198.0,4,235
Raja Rajeshwari Nagar,1608.0,2,85.0,2,194
Kadugodi,1645.0,2,82.0,3,121
Ramamurthy Nagar,1410.0,2,56.4,3,198
Harlur,1200.0,2,52.0,2,94
8th Phase JP Nagar,1275.0,2,41.5,3,9
Others,909.0,2,40.0,3,184
Others,1200.0,3,85.0,2,184
Kalyan nagar,1080.0,2,73.0,2,126
Others,1200.0,2,34.0,2,184
Akshaya Nagar,1092.0,2,60.0,2,13
Jalahalli,1932.0,4,135.0,3,115
KR Puram,1156.0,2,72.0,2,119
Bellandur,924.0,2,35.11,2,44
Thubarahalli,1330.0,2,75.0,2,221
Thanisandra,1917.0,4,113.0,3,219
Kodigehalli,655.0,1,53.0,1,144
Others,1800.0,3,140.0,3,184
Margondanahalli,1360.0,2,45.0,4,166
Bellandur,1785.0,3,118.0,3,44
Hebbal,1645.0,3,120.0,3,95
Gottigere,1235.0,2,63.0,2,85
Anandapura,900.0,2,48.0,2,17
Thanisandra,662.0,1,42.0,1,219
Whitefield,1215.0,2,62.0,2,235
Sarjapur  Road,1525.0,2,87.0,3,204
Others,1000.0,2,48.0,2,184
Hebbal,1255.0,2,90.0,3,95
Mysore Road,1560.0,3,120.0,3,171
Kasavanhalli,2100.0,3,110.0,3,134
Kodichikkanahalli,1620.0,2,85.0,3,142
Marathahalli,1595.0,3,90.0,3,165
Others,1095.0,2,38.52,2,184
9th Phase JP Nagar,835.0,2,37.0,2,10
Hennur Road,2182.0,3,72.04,3,99
Thigalarapalya,1418.0,2,106.0,2,220
BTM 2nd Stage,1070.0,2,48.0,2,25
